Product,Rating,Content
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,Notif chat tidak muncul ke ios
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,"respon dan pengiriman cepat, namun baterai jam kurang tahan lama. secara umum lumayan"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"bintang lima untuk pelayanan tokonya fast respon dan enak komunikasinya,, cuma bintang 1 untuk barangnya kirain dpt sale murah ternyata memang harga nya murah.. sory gan... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,kurang
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,saat ini berfungsi dengan baik. baterai kuat seharian. sesuai harga. semoga awet barangnya. setelah dipakai 20 hari. device mati. dicharge juga ga bisa. harga murah sih.... 
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,Fitur mudah digunakan.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,barang tidak sesuai dari pesanan 2 yang datang hanya 1 dan saat dikomplain sudah 2 hari ngg seperti luap
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 1,Ini mah mainan anak anak. Bukan smart watch 7. Model aja mirip tapi bohongan. Mengecewakan
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Cara setting-nya ribet. ga akurat juga sih. tapi yaudah lah harganya juga murah
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,"cari applikasi ""Fitpro"" di playstore buat sync data ke handphone, ada di menu ""set"", connect via Bluetooth, charge sblm dipakai, kira2 ±1/5 jam.

4/5 pack... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,Kelengkapan sesuai. cuma sayang bikin bingung order M6 dikirim M4...
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,"barang berfungsi dgn baik..meski saat konek pake aplikasi FitPro nya via bluetooth kurang smooth..tp akhir nya bs konek..
makasih ya Gan"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,terima kasih
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 3,Kecewa banget karena barangnya rusak dan masih dlm proses claim
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"sudah diterima.dgn baik, bisa konek ke hp, notifikasi wa bs muncul, cuma detektor tensi darah tidak akurat, jika dibandingkan dgn alat tensi omron, hasilnya tdk sama"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Pesanan sesuai dengan di foto.
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 2,"pas wudhu tdk lepas, akhirnya almarhum.."
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 2,mohon maaf barang tidak berfungsi
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,"Tidak rekomended, tidak sesuai barangnya dateng yang kotak. kapok beli disini sekali seumur hidup"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 2,baterai cuma kuat sehari
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,sudah dicas ttp tidak bisa nyala
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"ya harga 50k, jangan berharap banyak, bingung gue makenya gmn, mau ngatur jamnya aja bingung, buang2 duit, untung 50k doang"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Barang sudah sampai tepat waktu
Smart Watch Anti Air Support Android IOS Original 100%,bintang 1,"sy order pink tp dikirim hitam, alasannya stock tdk ada tp tdk confirm balik dulu."
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"agak beda sih kaya di foto
kirain bakal agak gede layar nya ternyata lebih kecil"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"gk bgus barangnya
gk sesuai deskripsi"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,ok lah.. produk bagus sesuai dengan harga.. Thx
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,lumayan dgn harga sesuai
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,tidak bisa konek
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,kurang akurat buat pesan dan wa nya
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,"Ga ngerti caea ngidupin nya gimana, cuma jam aja yang nyampe, mana lama banget"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,Kabel rusak penjualnya ngenyel gak mau tukarin
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Lumayan lah sesuai harganya
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,smart braceletnya tidak bisa terhubung dg aplikasinya Fitpro. Nomor seri yg ada di perangkat dan hasil scan bluetooth Beda. Dan barang yg beli tidak bisa dipakai.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"beli 2 dikirimnya 1, sudah di komplain dan ditunggu masih belum dikirim juga. sudah semingguan pesan tp belum dikirim juga semenjak komplain. sangat disayangkan"
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 1,"barang tidak berfungsi kasi bintang satu, klaim di aplikasi upload foto kagak bisa...tapi klo sellernya bijak sy tubah bintangnya..."
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Bagus... Sesuai dengan pesanan
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 2,"barang udah normal... tapi pengepakan sangat buruk... dusnya pun peyak peyok, di barangnya pun ada rambut orangnya.... apakah pernah di bongkar?"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,jam bagusRingan dipakai . Kelengkapan sesuai. Respon penjualnya top.
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,"Saya beli jam ini ada 4 biji dengan 2 orderan. Di orderan pertama saya kasih nilai 5 bintang. Tapi tidak kasih ulasan. Tapi untuk orderan kedua, saya belum kasih nilai. S... "
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,"INI PENGALAMAN PALING JELEK SAYA BELANJA DI TOKOPEDIA, PENGEN CEPAT SAMPAI PAKE GOJEK SAMEDAY TERNYATA DIKIRIM 3 HARI KEMUDIAN PAKE JNE REG, JADINYA PAKET SAMPE SEMINGGU... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,mantaff gan
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 4,tampilan LCD nya kurang jernih.....
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,kardus rusak/penyok
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,minta warna navy yang dateng warna hitam. Barangnya original 👍.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,minta yang merah di kirim yang item
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 3,Packaging kurang mantab bikin penyok kemasannya
Smart Watch Anti Air Support Android IOS Original 100%,bintang 1,hm
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,fitur produk ada yg gak berfungsi...
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,lumayan lah
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,sulit dipahami.tapi lumayanlah.. dengan hrga segtu
Smartwatch T500 Full Touch Screen Anti Air IP67 - Hitam,bintang 3,"cas batrey nya longgar,"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"sesuai deskripsi dgn beberapa issue kualitas: strap tdk sesuai gambar/spek, komunikasi smartwatch dgn android app tdk smooth, dan hasil pengukuran kurang akurat dan konsi... "
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Barang sudah diterima dan di tes dgn baik
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"pesanan warna merah, yg datang hitam"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 1,"Jam tangannya talinyabsudah baret baret,apa karena harga murah jadi tidak mempertimvangkan kualitas,padahal ini repeat order,pertama beli harganya yg 
360 rb dan saya pua... "
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,barang sudah d terima dan memang agak khawatir..dan kondisi barang batre kosong dan masih d cas..blm d coba untuk d hidupkan..
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"udah diterima dalam keadaan batre habis, mantab 👍. kurang jelas apakah ini awet atau tidak. semoga saja awet ya. makasih ya seller TOP 👍"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,Ga bs konek
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 4,"product sesuai harga sangat terjangkau,tp g bisa connect ke apk"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,"Barang Sudah sampai, tapi kecewa dengan pakingnya. Padahal sudah pakai jasa asuransinya. Mengecewakan sekali!"
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 3,alhamdulillah setelah 10 hari pemakaian barang sudah rusak😔
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 3,"model chargernya msh pake cara yg lama. hrs dilepas dulu dr gelang karetnya.
sangat tidak efisien"
iWatch Smart Watch Series 5 by Pods Indonesia - Putih,bintang 3,Kualitas barangnya sam seperti hrga 150 ribuan
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,belum bisa connect ke hp..sampai pusing
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,lumayan bisa dipakai liat waktu setel agak susah lama baru bisa
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,maaf barang g betfungsi.. terimksih
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,pesen warna merah dikirim nya hitam. tapi gpp deh barang ok
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"baterai nya ga sampai 1 hari habis, dan terakhir ketika saya mau charge, cover nya malah lepas dari dan Sekarang tidak bisa dipakai.maaf ulasan nya saya sampaikan apa ada... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,Packaging rapi. Kelengkapan sesuai. Barangnya original 👍.
Smartwatch T500 Full Touch Screen Anti Air IP67 - Hitam,bintang 1,"Jamnya baru diterima hari jum’at, hari minggu pagi tiba2 mati dan bgitu dicharge gak bisa,…
Parah nih kualitasnya…. 👎🏻"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,"barang gx bisa digunakan/gx bisa nyalah,sebaik'y klw mau jualan barang'y dipastiin dl sebelum dikirim jdi gx bikin kecewa pelanggan"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,packing kurang safety😅
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,pecking brantakan. respon lamaaaaaaaa
Smart Watch Anti Air Support Android IOS Original 100%,bintang 1,baru lewat 2 hari jam rusak. sori barangnya sangat mengecewakan sekali
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,tambahkan keterangan dimensi (ukuran jam tangan)
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"Beli 2 barang: 
- Barang tidak sesuai dg contoh. Tampilan berbeda. 
- Barang tidak bisa pair dg applikasi yg disarankan (lefun health)."
Smart Watch Anti Air Support Android IOS Original 100%,bintang 2,Tidak bisa bloetooth..
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,.akasih barang dah sampai
Smartwatch T500 Full Touch Screen Anti Air IP67 - Hitam,bintang 1,"parah,jgn dah bli di sini, bilang anti aer, baru kena cipratan aer aja udh mati, baru 2 hari make, lagi sedeng2nya seneng pake jam baru, malah mati, mau claim garansi lia... "
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,"Tampilan cukup bagus tapi terkadang sulit untuk pairing, pengukuran tensi tidak akurat, fungsi yg lainnya cukup ok dgn harganya"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,sesuai
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,jam sesuai dengan harga.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,tidak bisa conec ke aplikasi fitpro
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"Tertulis varian warna hitam, datangnya warna navy blue. Paket cuma dibungkus kantong kresek hitam, jadi pas datang kemasan box (dus) smartwatch-nya penyok-penyok. Untungn... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"harga sangat besahabat kualitas juga sudah ok fitur nya lancar dan tersambung dengan baik, hanya satu kekurangan yg sangat kecil ngecas jamnya harus di lepas dari tali ka... "
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,mantapppppppppppppppppppp
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,okelah
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,Tidak ada kabel chargernya
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,"bungkusnya sembarang bgt, gk pake buble wrap jadi bungkus penyok"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,respon dr penjual krg ok.
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,pelayanan yg sangat buruk
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"barang nya mati, terus saya retur barang nya sampe sekarang belum dikirim2 barang saya udah mau menjelang 1 bulan"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,kualitas sesuai dengan harga
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"parah gk bisa coneck ke smartphon. 
udah gituh saya order m6 yg d kirim m5.
kan bikin kecewa"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 2,"- 1 dari 3 barang tidak bisa di charge, dah coba pake charger hp, power bank, usb PC tetap ga bisa penuh 
- Packing nya cuma kantong plastik aja,
baru kali ini Nemu offic... "
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,"saya pesan yang lonjong, kenapa yang di kirim yang persegi.?"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 1,"Barang diterima tp tidak bisa nyala 
Dan tidak Ada chargernya juga"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,"fitur2nya memang bagus, tapi jamnya tdk bisa/susah disetel angkanya..😥"
iWatch Smart Watch Series 5 by Pods Indonesia - Putih,bintang 1,Baru juga beli gabisa dicas
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,Fitur mudah digunakan.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,"Pengiman cepat, tapi barangnya jelek. baru 2 jam langsung rusak."
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Packing rapi, barang sesuai harapan. Mungkin klo bisa dianggap kurang adalah baru sampai keesokan harinya dan yg bales chat itu miminnya orang apa robot ya"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 2,butuh 4 jam tuk konek ke hape
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,jamnya bagus. tp warna tdk sesuai. minta biru yg dtg abu. tp gpp. thx seller
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Kelengkapan sesuai.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,produknya sesuai dgn harga
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,hmm
Eggel Valor Amoled SmartWatch / Smart Watch / Band,bintang 4,"barang berfungsi dengan baik, first impression emang cakep dan sesuai"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Alhamdulillah pesanan sudah sampai dgn selamat...dan pengiriman nya juga cepat
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"harga adalah kualitas,gbsa komplen sih krna kw10 nya,,blueetooth gbsa terkonek tapi terbaca,di app pun jadi tidak terbaca juga,mntap yah"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,kurangnya cuma di ganti walpaper doang
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,sampai nya lama
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Warna dan pesanan sesuai permintaan
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,tidak memuaskan barangnya
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,"belum dipakai, sudah rusak"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 2,sesuai harga
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Sanggat puas skli paketan rapi dan aman tdk ada rusak.produknya bgs tdk mengcewakan sesuai dgn pesaan.
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,barang nya lumayan sesuai sama harga nya pengaturan nya lumayan gampang asal bisa masuk ke app nya tapi proses pengiriman nya cepat
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"kecil banget, imut ditangan"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,harga barang cukup murah meskipun bnjk fungsi nya
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,masih belum bisa conect dengan hp android
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,kereeeeeeeen lumayan buat anak2 seneng
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,barang yang dikirim tidak sesuai
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,ini kan hitam kakak. kan belinya navy 🤗 oklah siap pakai.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,"pesannya m6 yg datang kok m4,, ini gimana ya kok nggak amanah... lain kali di cek sekali lagi..."
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Sulit connect ke Bluetooth nya smp skrg belum bisa2
Smart Watch Anti Air Support Android IOS Original 100%,bintang 2,Tidak bisa bloetooth..
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 2,"lampu belakang sejak pertama tidak nyala sehingga tidak bisa disinronkan dengan aplikasi di hp, sayang sekali sama sekali nggak bisa dipakai yah 😭"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 1,gak bsa konek ke hp dan akhirnya gak kepake..cuma buat pajangan saja..
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 2,charger cepat rusak
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"mengecewakan, gak bisa sambung ke apps. alat rusak kok di jual"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Kelengkapan sesuai. Ringan dipakai .
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Barang udah sampai.. terima kasih walau lama juga...
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,"aplikasi bawaanya ada iklan, meskipun murah tapi seperti buang buang uang. jdinya g kepakai. saran mending nabung beli yang agak mendingan.."
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,kurang bagus
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,mari dicoba %.%
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,"sesuai lah dengan harga, jamnya kadang mati2 layarnya"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,packing kurang safety😅
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,mantapppppppppppppppppppppppppppp
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,Refund barang nggk di urus
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"Pesan ""Napi"" Yang datang ""Ireng""
Buat yang pingin beli.. utk hp dgn sistem android 10 dan 11.. smartwatch tdk akan bisa terkoneksi, ""device disconnect... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,fitur tidak terlalu banyak varian nya
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,baarang rusak gak bisa nyala 😩 kecewa banget
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 4,"barang sesuai dengan pesanan,,, berfungsi dengan baik,,, packingnya minimalis  ,,,"
Smartwatch T500 Full Touch Screen Anti Air IP67 - Hitam,bintang 4,barang bagus dengan kemasan yang rapih tapi ada 1 dus yang rusak entah dari mana rusaknya. barang baru 1 yang dicoba charge dan berfungsi dengan baik. semoga yang lain bi... 
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,catatan saya minta warna hitam yang di kirim warna merah
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"alat charge nya sangat tidak efisien , harus lepas jam dari talinya utk dipasangkan ke alat chargenya..resiko.cepat rusak sangat tinggi"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"salah kirim barang, tapi mau komplain ditoped ga bs krn sistemnya lg error"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,sesuai gambar
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,barang tidak berfungsi sebagai mana mestinya...
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 4,"packing nya agak kurang , kerdus penyok. barang belum di coba sedang di cas , semoga barang awet dan ok , Terimakasih 👍"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,fitur produk ada yg gak berfungsi...
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"req warna merah, yg dikirim warna hitam"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Bagus....makasih.....
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"parah banget barang rusak dijual, gabisa nyala"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"terima kasih paket sampai
kualitas sesuai harga, thanks seller"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,tidak pantas. mahal
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,charger batrai tdk ada
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,agak susah nyambungin ke appsnya
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,0
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,ada beberapa aplikasi gk bisa di setting
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Pengiriman lambat sekali
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,rumit
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Lumayan buat harganya
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Sesuai dengan gambar, pengiriman cepat, pokoe sippp"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,warna yg dibeli tidak sesuai
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"Cocok lah dengan harga, nyampe gabisa nyala ternyata batrenya abis dicas dlu nah yg ga suka nih casanya bukan yg magnetic gtu kaya deck dari samping, di cas langsung nyal... "
Smart Watch Anti Air Support Android IOS Original 100%,bintang 2,sesuai harga
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,Fitur mudah digunakan. Kelengkapan sesuai. Ringan dipakai .
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,no good
Smart Watch Anti Air Support Android IOS Original 100%,bintang 1,barang baru di pakai seminggu langsung g bisa hidup waktu di charge
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,Gak bisa disambung ke Smartphone :)
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Nyala .. tapi masih belum bisa nyambung dengan hp-nya .. kalo sudah bisa .. bintang akan ditambah
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"barang dapat berfungsi, hanya order warna dark blue yang datang black semuanya."
Smartwatch T500 Full Touch Screen Anti Air IP67 - Hitam,bintang 1,"susah hidup, battery drop"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Ringan dipakai .
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"10 hari mati, gak bisa dicas"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,beda warna sama yg diorder
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,"kenapa yaa ko di chargers ga penuh"" ya?"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,order 2 dikirim 1
iWatch Smart Watch Series 5 by Pods Indonesia - Putih,bintang 3,"Packing ny kurang rapi,
Brang dtang penyot2"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,Penjual tidak jelas.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"Packaging tidak aman, hanya dibungkus plastik hitam saja. Barang datang dalam keadaan penyok."
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,barang sudah sampai dan berfungsi dg baik..wlpun agk slow respon..thx
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,"barang sampai cepat, tapi sayang packingnya kurang rapi dan kardusnya penyok penyok, untung barangnya tidak rusak"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,sesuai harga. settingnya cukup rumit 😥
