Product,Rating,Content
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Kualitas barang bagus dan berfungsi dengan baik. packing rapi. Minus pengiriman telat dan respon seller lambat.
Smartwatch T500 Full Touch Screen Anti Air IP67 - Hitam,bintang 4,penjual responsif dan membantu
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,trimakasih barang sudah sampe. semoga ada diskon dan bisa pesan lagi.Kelengkapan sesuai.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Lumayan buat mainan
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,Kelengkapan sesuai. Ringan dipakai . Fitur mudah digunakan.
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,"Barang sesuai deskripsi, hanya karetnya saja seperti stock lama. untuk packing perlu ditingkatkan karena kurang secure. Overall harga murah,kualitas mahal."
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,minta yang merah di kirim yang item
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Ringan dipakai .
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,"tampilannya keren, sayang batere nya kurang tagan lama."
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"Ringan dipakai . Kelengkapan sesuai. tp... tp... 😭😭 tdk bisa Conek... bluetooth, uda 5 HP dicoba ga ada yg conek... 😭😭😭"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"pengiriman lama pake banget kardus penyok2 ,. untungnya masih berfungsi jam tsb"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,semoga awet
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 4,"1. Barang oke. Bagus. Tidak ada masalah dengan koneksi. 

2. Komunikasi dengan admin lancar dalam arti cepat, tapi informasi sangat jauh dari sinkron. Sebelum check out m... "
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,"Barangnya Ok, seller Bagus dalam pelayanannya, keluhan hanya pada kepada anteraja karena sangat lambat, pesan same day malah diantar keesokan harinya padahal sudah tiba d... "
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 4,Pengiriman cepat tapi barang belum dicoba bagus apa tidaknya krn masih di luar kota. Semoga barangnya berfungsi dg baik.
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,"fast respond, berfungsi dengan baik"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"sesuai deskripsi...
strap rada kaku..."
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Sip
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Barang ok, respon lama, klo di chat jawabannya hanya ""ready y untuk produk lebih lengkap bisa ke www*cognos*co*id / untuk variasi warna bisa cek ketersediaan warn... "
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 4,"fiturnya kurang oke, terutama yg fitur kesehatan meragukan banget, ya ujungnya cuma saya fungsikan sebagai jam aja, tapi gapapa deh harganya juga gak mahal, maklumin aja... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"pengiriman cepat, tapi barang biasa saja"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Beli 3 tapi hanya 2 yg bagus. pengiriman jg mayan lama
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,berfungsi
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,barang sesuai Deskripsi... pelayanan cepat respon.
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,goodsssssss bangeettt
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"bagus sih.. cuma aku dh males pakek aja.. kalau di lepas dr tali mau dicas, malah ke bongkar semua.."
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,Bingung cara ngechargenya pake apa?
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Ringan dipakai .
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"pesan m6 red, barang yg dikirim M5 red , bisa berfungsi"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,"respon dan pengiriman cepat, namun baterai jam kurang tahan lama. secara umum lumayan"
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 4,"barang sesuai dengan pesanan,,, berfungsi dengan baik,,, packingnya minimalis  ,,,"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,pengiriman cepat
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,sesuai pesanan sesuai deskripsiRingan dipakai . Kelengkapan sesuai.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"barangnya bekerja dgn baik, smoga awet"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,agak susah nyambungin ke appsnya
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 4,"barang pesan biru dan hitam yang datang hitam semua ,tapi over all barang oke semua"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Sulit connect ke Bluetooth nya smp skrg belum bisa2
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"fast respon, Packing lebih diperhatikan, Thanks"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"Pengiriman cepat, barang dapat menyala.
Kalau mengharapkan berfungsi sama dgn miband, ini jauh dari harapan. Perekaman langkah sangat tidak akurat. Heart rate monitor sep... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Ini salah saya tergiur harga murah. Gak bisa ngubah angka jam di barang itu
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Kelengkapan sesuai. Ringan dipakai .
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,gimana cara koneksiin WA ke jam nya ka?
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,"Sudah diterima dengan baik, produk sesuai deskripsi hanya saja kecewa untuk ngecharger smartwatch nya kabel nya tidak ada. Untuk pengiriman super cepatttt.... Thanks sell... "
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,Ringan dipakai . Packaging aman 🙏.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"Baterai lumayan boros, sekitar 3-4 hari harus dicharge, walaupun jam dalam kondisi stand by, tidak selalu digunakan. 

Untuk tampilan layar tidak seperti yang digambar, a... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"produk sesuai..cuma packing nya saja kurang, cuma di plastik hitam aja, pada penyok, untung ga sobek"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,so so lah...sesuai harga yang lagi promo...
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,"konek ke hp belum bisa,  masih cari cari gimana caranya"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,Deteksi jamnya butuh kesabaran ya....
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Charger nya susah karena mesti dicopotin dari band nya dan dicolok masuk ke usb. Jadi mesti hati2 takut band nya rusak ato robek.
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Produk sesuai, kualitas ok sesuai harga lah....  Top"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"Lumayan lah. tapi Dipake berenang langsung Mati
Recomend buat gaya²an doang"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"Barang ok. berfungsi baik. Hanya kemasan / dus sdh tdk mulus. Utk sinkronisasi dng hp menggunakan app fitpro. Hrs coba bbrp kali, baru smartwatch dan hp bisa konek. Overa... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,👍
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Baik 👍Kelengkapan sesuai.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"kemasan seadanya, produk china, standar, apa betul hrg ""asli"" sebelum flash sale semahal itu?"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,Sesuai sama harga.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"agak berkaratan dibagian chargernya, jam digitalnya sering berubah terus. lumayan lah buat asesoris"
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 4,Di product IPX7 actualnya IP67 ya sud
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"Respons toko baik dan cepat, barang sesuai deskripsi berfungsi dengan baik tersinkron dengan aplikasi FitPro di HP Android, cuma packing tidak di lengkapi bubble beresiko... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,mantaff gan
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"konek antar device agak lama, maklum ada harga ada barang"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Barang sudah sampai dengan baik. sudah di testing. dengan harga murah sudah ada uji 0ksigen dlm darah. mantap jiwa...
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"mantep, tapi beda sama gambar😂"
Smartwatch T500 Full Touch Screen Anti Air IP67 - Hitam,bintang 4,"pesen biru Dateng nya item,,gpp lah mungkin yang packing baru bangun tidur😂"
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 4,bintang 4 dl krn lom dicoba
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"sesuai,pas, okey"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,"Pesen M5 black, datang M6 dark blue tanpa ada konfirmasi. tp baiklah gpp, namanya brg murah pasti KW. settingnya jg lumayan rumit ya..."
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Cara setting-nya gampang. Ringan dipakai .
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Sesuai dengan harga
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"barang mendarat dengan selamat...kurir ramah,Tp barang'a di chas lama penuh padahal sudah sejam,trus engga ada aplikasi kameranya"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Barang sesuai pesanan, kualitas produk baik. Terimakasih :)"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Ribet aplikasinya. ada hp yg ga bisa pakai aplikasinya.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"kirain mirip bener kayak
 miband6,ternyata dr layarnya aja udah beda...tp ya udahlah...Trus dilayarnya banyak goresan halus"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,barang sesuai deskripsi....pengiriman super cepat  .seller fast respon...
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,tombol2nya kurang dmudah dipahami
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,"saya sempat kecewa kr delivery seminggu, tapi produknya sesuai dg pesanan, packing rapi, CS sgt bantu dan ramah dlm Bimbingannya. recommended"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Sip...  Sesuai pesanan.......... 
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"terima kasih barang sudah ssampai, barang dapat di gunakan dengan baik"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,Fitur mudah digunakan.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Sesuai harganya. Beli buble wrap juga tidak banyak membantu. Dus masih penyok2. Barang diterima dlm kondisi baik.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,sesuai harga 😂😂
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,Barangnya original 👍. harga baik
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,sesuai harga
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,"fast respond, berfungsi dengan baik"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"ga terlalu, entahlah kurang puas aja krn batere full tp kadang ga bs nyala tuh jam nya. chargernya mudah rusah"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,bagus. hanya baterai cepat habis
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Barang dapat digunakan ,namun tidak dibungkus dgn kotaknya"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,sulit mengkonekkan dengan Bluetooth
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,bintang 4 dulu karena baru coba 1 di charge 
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,Cara setting-nya gampang.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"Lumayanlah, cocok buat anak saya"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Ringan dipakai .
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Barangnya original 👍
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,jam bagusRingan dipakai . Kelengkapan sesuai. Respon penjualnya top.
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,okelah
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Barang sesuai gan, yang kurang dalam pengiriman pake sam day tapi datengnya 2 hari hehehe, semoga lebih baik lagi"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"produk baik, pengiriman cepat, tapi belum di coba mudah2 tidak ada kendala"
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 4,"baterai kalo connect dengan HP tidak tahan lama.. 

harga menentukan kualitas. 
untuk anak anak pas lah."
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,"awalnya barang ini tidak mau terditek di hp, ternyata caarnya jangan langsuk di konekkan bluetootnya, namun serch terlebihdahulu device nya"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,terima kasih
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,"barang sudah sampe, cukup susah untuk pengeporesiannya.."
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,yang datang M6 layar kecil..sebanding harga murah
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Kelengkapan sesuai. Ringan dipakai .
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Good product 👍fast delivery
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"barang dapat berfungsi, hanya order warna dark blue yang datang black semuanya."
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,.............trm kasih gan............
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,"tidak di proteksi , padahal sudah bayar biaya proteksi"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"blm pake ,"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"M6 blm magnetic charger, sama kayak M4. Ya lumayan lah, trimakasih.."
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,"Barang memuaskan , walaupun chat yang saya tanyakan tidak di balas sama sekali , packaging nya hanya memakai plastik kresek hitam tanpa dilengkapi bubble.tapi barang good... "
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Bagus sama persis cepat sampai 
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,bagusih min tapi gimana cara ganti wallpaper nya 😭🙏
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,kondisi barang sesuai harga
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,sudah lumayan dengan harga segini. Terimakasih banyak.
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Barangnya sampai dg cepat meskipun agak was2 karena penjual jawabnya ga sesuai pertanyaan. Kurang ramah. Btw terima kasih.
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,"sempet awalnya gak nyala dan minta penggantian,,lumayan lah harga murah walaupun kecewa gak sesuai harapan karena ada perbedaan sama deskripsi barangnya.cuma sayangnya ba... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,sesuai sama harga nya
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 3,"Baru 2hr layarny hilang 😢 di cas gk nongol , gmn ka?"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,sesuai harga
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,sesuai harga
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Barang kurang sesuai dengan deskripsi.  Tapi lumayan cukup baik
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,"kualitas kurang, tidak akurat untuk steps. pengepakan tidak aman"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,packingnya kacau
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,"asli 50rb ya memang hrs segini kualitasnya , jangan berharap lebih ya 😊"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,"kualitas sesuai harga beli pas flash sale 54rb plus ongkir,kirain harga aslinya 288rb itu padahal harganya beda 2rb doang dr harga aslinnya,karetnya kaku sangat"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,"Barang sesuai pesanan, tetapi agak nunggu lama"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,kurang akurat buat pesan dan wa nya
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,Semoga admin penjual bisa lebih responsive terhadap pembeli terutama waktu weekend/hari libur. Krn biasanya pembeli tdk tau apakah penjual tutup pada hari libur atau tida... 
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,"saat barang datang bagus dan berfungsi
stlh 3 minggu pemakaian, skrg sdh matot dah ga bs dicharge"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"bintang lima untuk pelayanan tokonya fast respon dan enak komunikasinya,, cuma bintang 1 untuk barangnya kirain dpt sale murah ternyata memang harga nya murah.. sory gan... "
iWatch Smart Watch Series 5 by Pods Indonesia - Putih,bintang 3,mahal
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,batrenya cepat sekali habis ga sampe 5 jam
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,"Barang sdh diterima dg baik, saya kasih bintang 3 dulu ya, krn barang blm di coba dg di chargerp dulu"
Smartwatch T500 Full Touch Screen Anti Air IP67 - Hitam,bintang 3,"cas batrey nya longgar,"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,"sempet awalnya gak nyala dan minta penggantian,,lumayan lah harga murah walaupun kecewa gak sesuai harapan karena ada perbedaan sama deskripsi barangnya.cuma sayangnya ba... "
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,"keren jam nya. cuma tidak di sertakan kotak. jadi kami jualnya agak susah. saran kami, kasih lah kotak walaupun kotak biasa. "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,pesan warna hitam dikirim warna merah tanpa info terlebih dahulu
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,lumayanProses pesanan cepat.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,batraynya nggak tahan
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,barang yang dikirim tidak sesuai
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,jgn berekspektasi lebih dgn harga 50 rb
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,"nyala dan berfungsi. tpi pengukur detak jantungnya aneh, gk dipasang di tangan tpi bsa hitung sendiri dan dpt hasil 70 , 80, how ?? heart rate nya kyk fake."
Eggel Valor Amoled SmartWatch / Smart Watch / Band,bintang 3,"bintang 3 dl, cek dlu jam nya, klo okey nambah bintang tinggal menyusul, cuma untuk pengiriman nya kurang sat set"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,Proses pesanan cepat. tapi packing kurang aman
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,ini kan hitam kakak. kan belinya navy 🤗 oklah siap pakai.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"lama datangnya, sudah gitu ribet settingnya"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,fitur produk ada yg gak berfungsi...
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"Tertulis varian warna hitam, datangnya warna navy blue. Paket cuma dibungkus kantong kresek hitam, jadi pas datang kemasan box (dus) smartwatch-nya penyok-penyok. Untungn... "
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 3,tidak full screen
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 3,Kecewa banget karena barangnya rusak dan masih dlm proses claim
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 3,Packaging kurang mantab bikin penyok kemasannya
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,ada beberapa aplikasi gk bisa di setting
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,Ga bs konek
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"step countnya ngaco. goyang2 dikit lgsg naik puluhan step..
validasinya agak meragukan. 
bahan karetnya keras.. 
yaaa sesuai harga."
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,untuk jasa pengiriman ok aja tp respon penjual yg kurang...kita chat pagi hari diblas lagi dini hari berikutnya
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,Proses pesanan cepat. tapi packing kurang aman
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,Kelengkapan sesuai.
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Bagus...................
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"Varian bisa milih tapi yang dikirim berbeda dengan permintaan, dan tidak ada konfirmasi
barang berfungsi dengan baik"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"Chargernya gak ada,cuma jam doang.
but its okey"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,"packing plastik biasa, dicharge selama 8 jam baru nyala, saqt dicharge indikator di layar hanya nyala sekitar 3 detik, setelah itu mati lagi, pengaturan harus menggunakan... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"barang kw yaa..kak ,Kelengkapan sesuai."
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"Bubble warp selembar cuma buat wadah packingnya aj, dikirim ke jatim sampai penyok kemasannnya. Kejar diskonnya ok tapi packing mohon diperbaiki.
layarnya jdi lecet, Ini... "
Smartwatch T500 Full Touch Screen Anti Air IP67 - Hitam,bintang 3,"barangnya sesuai gambar, softwarenya beda. Bukan T500 tapi Fitpro, tapi fungsinya sama aj. 
Sy maklumi krn harganya murmer. Makanya cuma kasih 3 bintang. Kalo ga suka pas... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"Belinya M6 warna merah, yang datang LEFUN APP HEALTH M4 
Gimana sih nih? Mana setting jamnya gk bisa syncronize lagi..."
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,ternyata ga screentouch yaa.. masih bingung mengkonek kan ke aplikasinya di hp😬😢
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,"nyala dan berfungsi. tpi pengukur detak jantungnya aneh, gk dipasang di tangan tpi bsa hitung sendiri dan dpt hasil 70 , 80, how ?? heart rate nya kyk fake."
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"bar and sampai sesuai.. Saya salah list product nya tp ya ngk papa.. mural bgt cmn ngk responsive.. I'd suggest buy the original. 

secara pelayanan cepet dan bagus"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,barang pertama dikirim agak bermasalah. lalu dikirim barang pengganti. sekarang lg di tes.wajar sih harga murah meriah. tapi alhamdulillah tokonya tanggung jawab.makasih... 
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,gk sesuai gambar m6nya tau gini mending beli m4 harganya lebih murah
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 3,"udah pake amazfit bip seri pertama, kalo latihan bodycombat 45menit, langkah biasanya diatas 6000, tapi kalo pake jam amazfit bip 3 ini, dengan waktu yg sama, langkah yg... "
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,"kenapa yaa ko di chargers ga penuh"" ya?"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,batt nya boros yaa. tapi sesuai harga lah
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 3,gak bisa customer antar muka nya
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Matapppppppppppppppppp
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"Ringan dipakai . 
packing kurang bagus kena hujan tembus  
alhamdulillah barang nda rusak"
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 3,belum bisa digunakan
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,"barang sdh di terima, tapi pesanan tidak sesuai, pesan biru yang dtg hitam"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,lumayan aja fiturnya jg lumayan
